"subject","danish","trial","colour1","colour2","col1_name","col2_name","colour_distance","category","accuracy","rt"
8,"Yes",67,"[1, -1.0, -1.0]","[1, -0.55, -0.10000000000000009]","red","pink",0.9,"across",1,627.772694002488
8,"Yes",68,"[1, -0.55, -0.10000000000000009]","[1, -0.625, -0.25]","pink","pink",0.15,"within",1,812.577223005064
8,"Yes",69,"[1, -0.55, -0.10000000000000009]","[1, -0.4, 0.19999999999999996]","pink","pink",0.3,"within",1,621.889226000349
8,"Yes",70,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -1.0, -1.0]","pink","red",1.35,"across",1,499.668847995054
8,"Yes",71,"[1, -0.775, -0.55]","[1, -0.32500000000000007, 0.34999999999999987]","red","pink",0.9,"across",1,535.309386003064
8,"Yes",72,"[1, -0.4, 0.19999999999999996]","[1, -0.55, -0.10000000000000009]","pink","pink",0.3,"within",1,507.482326996978
8,"Yes",73,"[1, -0.925, -0.85]","[1, -0.775, -0.55]","red","red",0.3,"within",1,1020.75536100165
8,"Yes",74,"[1, -0.925, -0.85]","[1, -0.7, -0.4]","red","pink",0.45,"across",1,638.36761800485
8,"Yes",75,"[1, -0.55, -0.10000000000000009]","[1, -1.0, -1.0]","pink","red",0.9,"across",1,570.395147995441
8,"Yes",76,"[1, -0.775, -0.55]","[1, -0.7, -0.4]","red","pink",0.15,"across",1,574.29106800555
8,"Yes",77,"[1, -0.85, -0.7]","[1, -0.775, -0.55]","red","red",0.15,"within",1,947.182084004453
8,"Yes",78,"[1, -0.475, 0.050000000000000044]","[1, -0.7, -0.4]","pink","pink",0.45,"within",1,556.798899997375
8,"Yes",79,"[1, -0.7, -0.4]","[1, -0.925, -0.85]","pink","red",0.45,"across",1,496.955827999045
8,"Yes",80,"[1, -0.85, -0.7]","[1, -0.475, 0.050000000000000044]","red","pink",0.75,"across",1,469.046266996884
8,"Yes",81,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.85, -0.7]","pink","red",1.05,"across",1,717.000196003937
8,"Yes",82,"[1, -0.925, -0.85]","[1, -0.85, -0.7]","red","red",0.15,"within",1,746.249934003572
8,"Yes",83,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.925, -0.85]","pink","red",1.2,"across",1,415.908301001764
8,"Yes",84,"[1, -0.625, -0.25]","[1, -0.775, -0.55]","pink","red",0.3,"across",1,768.486062996089
8,"Yes",85,"[1, -0.7, -0.4]","[1, -0.85, -0.7]","pink","red",0.3,"across",1,1048.05661099817
8,"Yes",86,"[1, -0.775, -0.55]","[1, -0.625, -0.25]","red","pink",0.3,"across",1,930.855995000456
8,"Yes",87,"[1, -1.0, -1.0]","[1, -0.32500000000000007, 0.34999999999999987]","red","pink",1.35,"across",1,518.13417700032
8,"Yes",88,"[1, -1.0, -1.0]","[1, -0.4, 0.19999999999999996]","red","pink",1.2,"across",1,599.67098999914
8,"Yes",89,"[1, -0.475, 0.050000000000000044]","[1, -1.0, -1.0]","pink","red",1.05,"across",1,582.7845169988
8,"Yes",90,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.625, -0.25]","pink","pink",0.6,"within",1,533.1058390002
8,"Yes",91,"[1, -0.625, -0.25]","[1, -0.4, 0.19999999999999996]","pink","pink",0.45,"within",1,564.056846000312
8,"Yes",92,"[1, -0.625, -0.25]","[1, -0.925, -0.85]","pink","red",0.6,"across",1,492.032750000362
8,"Yes",93,"[1, -0.775, -0.55]","[1, -0.55, -0.10000000000000009]","red","pink",0.45,"across",1,424.825057998532
8,"Yes",94,"[1, -0.475, 0.050000000000000044]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.3,"within",1,738.790493000124
8,"Yes",95,"[1, -0.7, -0.4]","[1, -0.925, -0.85]","pink","red",0.45,"across",1,473.742353002308
8,"Yes",96,"[1, -0.925, -0.85]","[1, -0.55, -0.10000000000000009]","red","pink",0.75,"across",1,455.620124994311
8,"Yes",98,"[1, -0.475, 0.050000000000000044]","[1, -0.55, -0.10000000000000009]","pink","pink",0.15,"within",1,1591.79124700313
8,"Yes",99,"[1, -0.55, -0.10000000000000009]","[1, -0.775, -0.55]","pink","red",0.45,"across",1,775.69662300084
8,"Yes",100,"[1, -0.475, 0.050000000000000044]","[1, -0.775, -0.55]","pink","red",0.6,"across",1,491.425659005472
8,"Yes",101,"[1, -1.0, -1.0]","[1, -0.85, -0.7]","red","red",0.3,"within",1,471.799286999158
8,"Yes",102,"[1, -0.4, 0.19999999999999996]","[1, -0.85, -0.7]","pink","red",0.9,"across",1,505.076533001557
8,"Yes",103,"[1, -1.0, -1.0]","[1, -0.475, 0.050000000000000044]","red","pink",1.05,"across",1,387.667137001699
8,"Yes",104,"[1, -0.475, 0.050000000000000044]","[1, -0.4, 0.19999999999999996]","pink","pink",0.15,"within",1,1435.54108299577
8,"Yes",105,"[1, -0.4, 0.19999999999999996]","[1, -0.475, 0.050000000000000044]","pink","pink",0.15,"within",1,920.664055003726
8,"Yes",106,"[1, -0.775, -0.55]","[1, -0.85, -0.7]","red","red",0.15,"within",1,740.257265999389
8,"Yes",107,"[1, -0.55, -0.10000000000000009]","[1, -0.475, 0.050000000000000044]","pink","pink",0.15,"within",1,1386.31288100441
8,"Yes",108,"[1, -0.85, -0.7]","[1, -0.775, -0.55]","red","red",0.15,"within",1,953.228607999336
8,"Yes",109,"[1, -0.775, -0.55]","[1, -0.7, -0.4]","red","pink",0.15,"across",1,787.767945999803
8,"Yes",110,"[1, -0.55, -0.10000000000000009]","[1, -0.85, -0.7]","pink","red",0.6,"across",1,839.452011998219
8,"Yes",111,"[1, -0.85, -0.7]","[1, -0.55, -0.10000000000000009]","red","pink",0.6,"across",1,547.943195000698
8,"Yes",112,"[1, -1.0, -1.0]","[1, -0.625, -0.25]","red","pink",0.75,"across",1,555.62269299844
8,"Yes",113,"[1, -0.775, -0.55]","[1, -0.475, 0.050000000000000044]","red","pink",0.6,"across",1,772.580738994293
8,"Yes",114,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -1.0, -1.0]","pink","red",1.35,"across",1,783.894637999765
8,"Yes",115,"[1, -0.625, -0.25]","[1, -0.775, -0.55]","pink","red",0.3,"across",1,746.246504000737
8,"Yes",116,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.625, -0.25]","pink","pink",0.6,"within",1,621.902687998954
8,"Yes",117,"[1, -0.775, -0.55]","[1, -0.4, 0.19999999999999996]","red","pink",0.75,"across",1,508.161022000422
8,"Yes",118,"[1, -0.85, -0.7]","[1, -0.7, -0.4]","red","pink",0.3,"across",1,530.183873997885
8,"Yes",119,"[1, -0.775, -0.55]","[1, -0.925, -0.85]","red","red",0.3,"within",1,493.718322999484
8,"Yes",120,"[1, -1.0, -1.0]","[1, -0.55, -0.10000000000000009]","red","pink",0.9,"across",1,665.150749999157
8,"Yes",121,"[1, -0.925, -0.85]","[1, -0.775, -0.55]","red","red",0.3,"within",1,521.670383001037
8,"Yes",122,"[1, -0.625, -0.25]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.6,"within",1,424.063368001953
8,"Yes",123,"[1, -0.925, -0.85]","[1, -0.625, -0.25]","red","pink",0.6,"across",1,401.383379998151
8,"Yes",124,"[1, -0.7, -0.4]","[1, -1.0, -1.0]","pink","red",0.6,"across",1,571.454595999967
8,"Yes",125,"[1, -0.475, 0.050000000000000044]","[1, -1.0, -1.0]","pink","red",1.05,"across",1,435.337763999996
8,"Yes",126,"[1, -0.625, -0.25]","[1, -0.85, -0.7]","pink","red",0.45,"across",1,542.244762000337
8,"Yes",127,"[1, -0.7, -0.4]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.75,"within",1,412.645383999916
8,"Yes",128,"[1, -0.925, -0.85]","[1, -0.4, 0.19999999999999996]","red","pink",1.05,"across",1,434.33785399975
8,"Yes",129,"[1, -0.4, 0.19999999999999996]","[1, -1.0, -1.0]","pink","red",1.2,"across",1,413.891969998076
8,"Yes",131,"[1, -0.85, -0.7]","[1, -0.625, -0.25]","red","pink",0.45,"across",1,499.475657001312
8,"Yes",132,"[1, -0.4, 0.19999999999999996]","[1, -0.55, -0.10000000000000009]","pink","pink",0.3,"within",1,414.275393995922
8,"Yes",133,"[1, -0.85, -0.7]","[1, -0.32500000000000007, 0.34999999999999987]","red","pink",1.05,"across",1,481.895594995876
8,"Yes",134,"[1, -0.55, -0.10000000000000009]","[1, -0.925, -0.85]","pink","red",0.75,"across",1,561.531409999589
8,"Yes",135,"[1, -0.475, 0.050000000000000044]","[1, -0.85, -0.7]","pink","red",0.75,"across",1,460.366125000292
8,"Yes",136,"[1, -0.55, -0.10000000000000009]","[1, -1.0, -1.0]","pink","red",0.9,"across",1,459.884102005162
8,"Yes",137,"[1, -0.7, -0.4]","[1, -0.85, -0.7]","pink","red",0.3,"across",1,529.942512999696
8,"Yes",138,"[1, -0.85, -0.7]","[1, -1.0, -1.0]","red","red",0.3,"within",1,764.447272995312
8,"Yes",139,"[1, -0.775, -0.55]","[1, -1.0, -1.0]","red","red",0.45,"within",1,720.465392005281
8,"Yes",140,"[1, -1.0, -1.0]","[1, -0.4, 0.19999999999999996]","red","pink",1.2,"across",1,390.164163996815
8,"Yes",141,"[1, -0.775, -0.55]","[1, -0.625, -0.25]","red","pink",0.3,"across",1,474.219308001921
8,"Yes",142,"[1, -0.7, -0.4]","[1, -0.4, 0.19999999999999996]","pink","pink",0.6,"within",1,414.363094001601
8,"Yes",143,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.475, 0.050000000000000044]","pink","pink",0.3,"within",1,426.519818000088
8,"Yes",144,"[1, -0.625, -0.25]","[1, -1.0, -1.0]","pink","red",0.75,"across",1,580.728218999866
8,"Yes",145,"[1, -0.4, 0.19999999999999996]","[1, -0.925, -0.85]","pink","red",1.05,"across",1,371.794045997376
8,"Yes",146,"[1, -1.0, -1.0]","[1, -0.32500000000000007, 0.34999999999999987]","red","pink",1.35,"across",1,385.676924001018
8,"Yes",147,"[1, -0.55, -0.10000000000000009]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.45,"within",1,492.73965300381
8,"Yes",148,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.925, -0.85]","pink","red",1.2,"across",1,394.741061994864
8,"Yes",149,"[1, -0.625, -0.25]","[1, -0.475, 0.050000000000000044]","pink","pink",0.3,"within",1,417.80124700017
8,"Yes",150,"[1, -0.55, -0.10000000000000009]","[1, -0.4, 0.19999999999999996]","pink","pink",0.3,"within",1,478.986132002319
8,"Yes",151,"[1, -0.625, -0.25]","[1, -0.55, -0.10000000000000009]","pink","pink",0.15,"within",1,530.437404006079
8,"Yes",152,"[1, -1.0, -1.0]","[1, -0.775, -0.55]","red","red",0.45,"within",1,594.885972997872
8,"Yes",153,"[1, -0.925, -0.85]","[1, -0.32500000000000007, 0.34999999999999987]","red","pink",1.2,"across",1,429.424900998129
8,"Yes",154,"[1, -0.85, -0.7]","[1, -0.4, 0.19999999999999996]","red","pink",0.9,"across",1,426.23178899521
8,"Yes",155,"[1, -0.925, -0.85]","[1, -0.475, 0.050000000000000044]","red","pink",0.9,"across",1,403.27228300157
8,"Yes",156,"[1, -0.7, -0.4]","[1, -0.775, -0.55]","pink","red",0.15,"across",1,452.427655996871
8,"Yes",157,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.7, -0.4]","pink","pink",0.75,"within",1,419.236939997063
8,"Yes",158,"[1, -0.85, -0.7]","[1, -0.925, -0.85]","red","red",0.15,"within",1,441.07847900159
8,"Yes",159,"[1, -1.0, -1.0]","[1, -0.7, -0.4]","red","pink",0.6,"across",1,462.573390999751
8,"Yes",160,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.85, -0.7]","pink","red",1.05,"across",1,428.440563999175
8,"Yes",161,"[1, -0.4, 0.19999999999999996]","[1, -0.625, -0.25]","pink","pink",0.45,"within",1,419.836617002147
8,"Yes",162,"[1, -0.4, 0.19999999999999996]","[1, -0.775, -0.55]","pink","red",0.75,"across",1,460.726656005136
8,"Yes",163,"[1, -0.475, 0.050000000000000044]","[1, -0.925, -0.85]","pink","red",0.9,"across",1,452.661417999479
8,"Yes",164,"[1, -0.7, -0.4]","[1, -0.625, -0.25]","pink","pink",0.15,"within",1,821.763695996196
8,"Yes",165,"[1, -0.775, -0.55]","[1, -0.32500000000000007, 0.34999999999999987]","red","pink",0.9,"across",1,400.943071006623
8,"Yes",166,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.775, -0.55]","pink","red",0.9,"across",1,436.820445000194
8,"Yes",168,"[1, -0.4, 0.19999999999999996]","[1, -0.7, -0.4]","pink","pink",0.6,"within",1,434.868994998396
8,"Yes",170,"[1, -0.85, -0.7]","[1, -0.475, 0.050000000000000044]","red","pink",0.75,"across",1,837.531689998286
8,"Yes",171,"[1, -0.625, -0.25]","[1, -0.7, -0.4]","pink","pink",0.15,"within",1,519.195841996407
8,"Yes",172,"[1, -0.7, -0.4]","[1, -0.475, 0.050000000000000044]","pink","pink",0.45,"within",1,449.363276005897
8,"Yes",173,"[1, -0.925, -0.85]","[1, -0.7, -0.4]","red","pink",0.45,"across",1,539.057191999746
8,"Yes",174,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.55, -0.10000000000000009]","pink","pink",0.45,"within",1,421.696714998689
8,"Yes",175,"[1, -0.475, 0.050000000000000044]","[1, -0.625, -0.25]","pink","pink",0.3,"within",1,427.8156520013
8,"Yes",176,"[1, -0.55, -0.10000000000000009]","[1, -0.625, -0.25]","pink","pink",0.15,"within",1,1146.31984600419
8,"Yes",177,"[1, -0.7, -0.4]","[1, -0.55, -0.10000000000000009]","pink","pink",0.3,"within",1,1050.46970299736
8,"Yes",178,"[1, -0.475, 0.050000000000000044]","[1, -0.7, -0.4]","pink","pink",0.45,"within",1,398.309955999139
8,"Yes",179,"[1, -0.55, -0.10000000000000009]","[1, -0.7, -0.4]","pink","pink",0.3,"within",1,472.014913000748
8,"Yes",180,"[1, -0.925, -0.85]","[1, -0.85, -0.7]","red","red",0.15,"within",1,1290.75568899862
9,"Yes",1,"[1, -0.625, -0.25]","[1, -0.4, 0.19999999999999996]","pink","red",0.45,"across",1,998.767290031537
9,"Yes",2,"[1, -0.7, -0.4]","[1, -1.0, -1.0]","pink","pink",0.6,"within",1,829.493049997836
9,"Yes",3,"[1, -0.85, -0.7]","[1, -0.7, -0.4]","red","pink",0.3,"across",1,675.311850034632
9,"Yes",4,"[1, -0.55, -0.10000000000000009]","[1, -0.85, -0.7]","red","red",0.6,"within",1,596.16975300014
9,"Yes",5,"[1, -0.85, -0.7]","[1, -0.32500000000000007, 0.34999999999999987]","red","red",1.05,"within",1,525.816912064329
9,"Yes",6,"[1, -0.925, -0.85]","[1, -0.32500000000000007, 0.34999999999999987]","red","red",1.2,"within",1,491.073204902932
9,"Yes",7,"[1, -0.475, 0.050000000000000044]","[1, -0.625, -0.25]","red","pink",0.3,"across",1,567.2964269761
9,"Yes",8,"[1, -0.7, -0.4]","[1, -0.475, 0.050000000000000044]","pink","red",0.45,"across",1,670.534494915046
9,"Yes",10,"[1, -0.625, -0.25]","[1, -0.7, -0.4]","pink","pink",0.15,"within",1,2027.82709000167
9,"Yes",11,"[1, -0.55, -0.10000000000000009]","[1, -0.32500000000000007, 0.34999999999999987]","red","red",0.45,"within",1,676.153747015633
9,"Yes",12,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -1.0, -1.0]","red","pink",1.35,"across",1,479.896366945468
9,"Yes",13,"[1, -0.7, -0.4]","[1, -0.55, -0.10000000000000009]","pink","red",0.3,"across",1,475.002427003346
9,"Yes",14,"[1, -0.625, -0.25]","[1, -0.475, 0.050000000000000044]","pink","red",0.3,"across",1,543.992558959872
9,"Yes",15,"[1, -0.625, -0.25]","[1, -1.0, -1.0]","pink","pink",0.75,"within",1,518.423991976306
9,"Yes",16,"[1, -0.775, -0.55]","[1, -0.475, 0.050000000000000044]","pink","red",0.6,"across",1,523.404927109368
9,"Yes",17,"[1, -0.475, 0.050000000000000044]","[1, -0.4, 0.19999999999999996]","red","red",0.15,"within",1,1269.26941191778
9,"Yes",18,"[1, -0.4, 0.19999999999999996]","[1, -0.7, -0.4]","red","pink",0.6,"across",1,537.72377606947
9,"Yes",19,"[1, -0.4, 0.19999999999999996]","[1, -0.625, -0.25]","red","pink",0.45,"across",1,471.975859021768
9,"Yes",20,"[1, -0.775, -0.55]","[1, -0.55, -0.10000000000000009]","pink","red",0.45,"across",1,598.936617956497
9,"Yes",21,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.925, -0.85]","red","red",1.2,"within",1,477.146695950069
9,"Yes",22,"[1, -1.0, -1.0]","[1, -0.32500000000000007, 0.34999999999999987]","pink","red",1.35,"across",1,426.750403945334
9,"Yes",23,"[1, -0.925, -0.85]","[1, -0.7, -0.4]","red","pink",0.45,"across",1,439.232951961458
9,"Yes",24,"[1, -1.0, -1.0]","[1, -0.775, -0.55]","pink","pink",0.45,"within",1,558.10026510153
9,"Yes",25,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.55, -0.10000000000000009]","red","red",0.45,"within",1,513.558623963036
9,"Yes",26,"[1, -0.7, -0.4]","[1, -0.925, -0.85]","pink","red",0.45,"across",1,485.689364955761
9,"Yes",27,"[1, -0.4, 0.19999999999999996]","[1, -0.55, -0.10000000000000009]","red","red",0.3,"within",1,914.336881018244
9,"Yes",28,"[1, -0.475, 0.050000000000000044]","[1, -0.7, -0.4]","red","pink",0.45,"across",1,481.387819047086
9,"Yes",29,"[1, -0.85, -0.7]","[1, -0.4, 0.19999999999999996]","red","red",0.9,"within",1,515.809152042493
9,"Yes",30,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.4, 0.19999999999999996]","red","red",0.15,"within",1,789.951354032382
9,"Yes",31,"[1, -0.4, 0.19999999999999996]","[1, -1.0, -1.0]","red","pink",1.2,"across",1,405.755726038478
9,"Yes",32,"[1, -1.0, -1.0]","[1, -0.625, -0.25]","pink","pink",0.75,"within",1,434.950920054689
9,"Yes",33,"[1, -0.775, -0.55]","[1, -0.925, -0.85]","pink","red",0.3,"across",1,418.714846950024
9,"Yes",34,"[1, -0.625, -0.25]","[1, -0.85, -0.7]","pink","red",0.45,"across",1,360.18070904538
9,"Yes",35,"[1, -1.0, -1.0]","[1, -0.925, -0.85]","pink","red",0.15,"across",1,1147.62916497421
9,"Yes",36,"[1, -0.85, -0.7]","[1, -1.0, -1.0]","red","pink",0.3,"across",1,514.263130025938
9,"Yes",37,"[1, -0.55, -0.10000000000000009]","[1, -0.7, -0.4]","red","pink",0.3,"across",1,497.399224084802
9,"Yes",38,"[1, -0.775, -0.55]","[1, -0.32500000000000007, 0.34999999999999987]","pink","red",0.9,"across",1,534.229279030114
9,"Yes",39,"[1, -0.55, -0.10000000000000009]","[1, -0.475, 0.050000000000000044]","red","red",0.15,"within",1,425.624578958377
9,"Yes",40,"[1, -0.7, -0.4]","[1, -0.4, 0.19999999999999996]","pink","red",0.6,"across",1,515.963944955729
9,"Yes",41,"[1, -0.475, 0.050000000000000044]","[1, -0.925, -0.85]","red","red",0.9,"within",1,404.01140297763
9,"Yes",42,"[1, -0.925, -0.85]","[1, -0.475, 0.050000000000000044]","red","red",0.9,"within",1,341.507305041887
9,"Yes",43,"[1, -0.775, -0.55]","[1, -1.0, -1.0]","pink","pink",0.45,"within",1,340.57631297037
9,"Yes",44,"[1, -0.85, -0.7]","[1, -0.55, -0.10000000000000009]","red","red",0.6,"within",1,369.511503959075
9,"Yes",45,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.85, -0.7]","red","red",1.05,"within",1,358.090023044497
9,"Yes",47,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.775, -0.55]","red","pink",0.9,"across",1,365.534060983919
9,"Yes",48,"[1, -0.55, -0.10000000000000009]","[1, -0.4, 0.19999999999999996]","red","red",0.3,"within",1,632.081115036272
9,"Yes",49,"[1, -0.4, 0.19999999999999996]","[1, -0.775, -0.55]","red","pink",0.75,"across",1,352.401042007841
9,"Yes",50,"[1, -0.7, -0.4]","[1, -0.625, -0.25]","pink","pink",0.15,"within",1,397.47411897406
9,"Yes",51,"[1, -1.0, -1.0]","[1, -0.475, 0.050000000000000044]","pink","red",1.05,"across",1,355.405905982479
9,"Yes",52,"[1, -0.4, 0.19999999999999996]","[1, -0.32500000000000007, 0.34999999999999987]","red","red",0.15,"within",1,918.632613960654
9,"Yes",53,"[1, -1.0, -1.0]","[1, -0.85, -0.7]","pink","red",0.3,"across",1,529.65401893016
9,"Yes",54,"[1, -0.775, -0.55]","[1, -0.85, -0.7]","pink","red",0.15,"across",1,641.032712999731
9,"Yes",55,"[1, -0.85, -0.7]","[1, -0.475, 0.050000000000000044]","red","red",0.75,"within",1,472.18623093795
9,"Yes",56,"[1, -0.55, -0.10000000000000009]","[1, -0.625, -0.25]","red","pink",0.15,"across",1,499.419167987071
9,"Yes",57,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.625, -0.25]","red","pink",0.6,"across",1,415.303596993908
9,"Yes",58,"[1, -0.925, -0.85]","[1, -0.625, -0.25]","red","pink",0.6,"across",1,362.695817020722
9,"Yes",59,"[1, -0.925, -0.85]","[1, -0.85, -0.7]","red","red",0.15,"within",1,597.207274986431
9,"Yes",60,"[1, -0.925, -0.85]","[1, -0.55, -0.10000000000000009]","red","red",0.75,"within",1,461.394339916296
9,"Yes",61,"[1, -0.475, 0.050000000000000044]","[1, -0.32500000000000007, 0.34999999999999987]","red","red",0.3,"within",1,583.151772036217
9,"Yes",62,"[1, -0.55, -0.10000000000000009]","[1, -0.775, -0.55]","red","pink",0.45,"across",1,488.394337007776
9,"Yes",63,"[1, -0.775, -0.55]","[1, -0.625, -0.25]","pink","pink",0.3,"within",1,1079.00534500368
9,"Yes",64,"[1, -0.475, 0.050000000000000044]","[1, -1.0, -1.0]","red","pink",1.05,"across",1,363.693564082496
9,"Yes",65,"[1, -0.475, 0.050000000000000044]","[1, -0.55, -0.10000000000000009]","red","red",0.15,"within",1,605.332702980377
9,"Yes",66,"[1, -0.55, -0.10000000000000009]","[1, -0.925, -0.85]","red","red",0.75,"within",1,419.730067951605
9,"Yes",67,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.475, 0.050000000000000044]","red","red",0.3,"within",1,410.650240024552
9,"Yes",68,"[1, -1.0, -1.0]","[1, -0.55, -0.10000000000000009]","pink","red",0.9,"across",1,347.661735955626
9,"Yes",69,"[1, -0.925, -0.85]","[1, -1.0, -1.0]","red","pink",0.15,"across",1,406.806744984351
9,"Yes",70,"[1, -0.625, -0.25]","[1, -0.925, -0.85]","pink","red",0.6,"across",1,459.951034979895
9,"Yes",71,"[1, -0.475, 0.050000000000000044]","[1, -0.85, -0.7]","red","red",0.75,"within",1,442.802004050463
9,"Yes",72,"[1, -0.4, 0.19999999999999996]","[1, -0.85, -0.7]","red","red",0.9,"within",1,410.429927986115
9,"Yes",73,"[1, -0.4, 0.19999999999999996]","[1, -0.925, -0.85]","red","red",1.05,"within",1,343.655696953647
9,"Yes",74,"[1, -0.775, -0.55]","[1, -0.7, -0.4]","pink","pink",0.15,"within",1,391.522092977539
9,"Yes",75,"[1, -0.775, -0.55]","[1, -0.4, 0.19999999999999996]","pink","red",0.75,"across",1,467.459673061967
9,"Yes",76,"[1, -1.0, -1.0]","[1, -0.7, -0.4]","pink","pink",0.6,"within",1,380.651865969412
9,"Yes",77,"[1, -0.55, -0.10000000000000009]","[1, -1.0, -1.0]","red","pink",0.9,"across",1,364.639231003821
9,"Yes",78,"[1, -1.0, -1.0]","[1, -0.4, 0.19999999999999996]","pink","red",1.2,"across",1,347.142477985471
9,"Yes",79,"[1, -0.85, -0.7]","[1, -0.625, -0.25]","red","pink",0.45,"across",1,357.429699040949
9,"Yes",80,"[1, -0.85, -0.7]","[1, -0.925, -0.85]","red","red",0.15,"within",1,366.547523997724
9,"Yes",81,"[1, -0.625, -0.25]","[1, -0.32500000000000007, 0.34999999999999987]","pink","red",0.6,"across",1,362.311930046417
9,"Yes",82,"[1, -0.7, -0.4]","[1, -0.32500000000000007, 0.34999999999999987]","pink","red",0.75,"across",1,340.937221073546
9,"Yes",83,"[1, -0.7, -0.4]","[1, -0.775, -0.55]","pink","pink",0.15,"within",1,379.997843992896
9,"Yes",84,"[1, -0.7, -0.4]","[1, -0.85, -0.7]","pink","red",0.3,"across",1,556.592918932438
9,"Yes",85,"[1, -0.475, 0.050000000000000044]","[1, -0.775, -0.55]","red","pink",0.6,"across",1,470.513578969985
9,"Yes",86,"[1, -0.925, -0.85]","[1, -0.775, -0.55]","red","pink",0.3,"across",1,487.676076008938
9,"Yes",87,"[1, -0.925, -0.85]","[1, -0.4, 0.19999999999999996]","red","red",1.05,"within",1,443.410403095186
9,"Yes",88,"[1, -0.625, -0.25]","[1, -0.775, -0.55]","pink","pink",0.3,"within",1,652.271818020381
9,"Yes",89,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.7, -0.4]","red","pink",0.75,"across",1,448.645962984301
9,"Yes",90,"[1, -0.4, 0.19999999999999996]","[1, -0.475, 0.050000000000000044]","red","red",0.15,"within",1,1014.64225898962
9,"Yes",91,"[1, -0.475, 0.050000000000000044]","[1, -0.625, -0.25]","red","pink",0.3,"across",1,459.780781995505
9,"Yes",92,"[1, -0.925, -0.85]","[1, -0.85, -0.7]","red","red",0.15,"within",1,490.371715044603
9,"Yes",94,"[1, -0.4, 0.19999999999999996]","[1, -0.925, -0.85]","red","red",1.05,"within",1,456.577474018559
9,"Yes",95,"[1, -1.0, -1.0]","[1, -0.4, 0.19999999999999996]","pink","red",1.2,"across",1,443.651546025649
9,"Yes",96,"[1, -0.4, 0.19999999999999996]","[1, -0.475, 0.050000000000000044]","red","red",0.15,"within",1,1333.79200997297
9,"Yes",97,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.775, -0.55]","red","pink",0.9,"across",1,443.117852089927
9,"Yes",98,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.85, -0.7]","red","red",1.05,"within",1,358.758296933956
9,"Yes",99,"[1, -0.7, -0.4]","[1, -0.4, 0.19999999999999996]","pink","red",0.6,"across",1,361.770140007138
9,"Yes",100,"[1, -1.0, -1.0]","[1, -0.85, -0.7]","pink","red",0.3,"across",1,485.483203083277
9,"Yes",103,"[1, -0.925, -0.85]","[1, -0.7, -0.4]","red","pink",0.45,"across",1,537.699854001403
9,"Yes",104,"[1, -0.475, 0.050000000000000044]","[1, -0.925, -0.85]","red","red",0.9,"within",1,399.893298046663
9,"Yes",105,"[1, -0.775, -0.55]","[1, -0.925, -0.85]","pink","red",0.3,"across",1,452.947083045729
9,"Yes",106,"[1, -0.775, -0.55]","[1, -0.625, -0.25]","pink","pink",0.3,"within",1,608.112207031809
9,"Yes",107,"[1, -0.625, -0.25]","[1, -0.925, -0.85]","pink","red",0.6,"across",1,565.605151001364
9,"Yes",108,"[1, -0.85, -0.7]","[1, -0.55, -0.10000000000000009]","red","red",0.6,"within",1,463.427055045031
9,"Yes",109,"[1, -1.0, -1.0]","[1, -0.625, -0.25]","pink","pink",0.75,"within",1,462.73567492608
9,"Yes",110,"[1, -0.625, -0.25]","[1, -0.32500000000000007, 0.34999999999999987]","pink","red",0.6,"across",1,422.165657044388
9,"Yes",111,"[1, -1.0, -1.0]","[1, -0.7, -0.4]","pink","pink",0.6,"within",1,427.956252009608
9,"Yes",112,"[1, -0.55, -0.10000000000000009]","[1, -0.625, -0.25]","red","pink",0.15,"across",1,499.8295949772
9,"Yes",114,"[1, -0.4, 0.19999999999999996]","[1, -0.55, -0.10000000000000009]","red","red",0.3,"within",1,507.577704032883
