"subject","danish","trial","colour1","colour2","col1_name","col2_name","colour_distance","category","accuracy","rt"
1,"No",1,"[1, -0.625, -0.25]","[1, -0.925, -0.85]","pink","red",0.6,"across",1,839.738026668783
1,"No",2,"[1, -0.475, 0.050000000000000044]","[1, -0.625, -0.25]","pink","pink",0.3,"within",1,809.828693338204
1,"No",3,"[1, -0.625, -0.25]","[1, -0.55, -0.10000000000000009]","pink","pink",0.15,"within",1,664.910933293868
1,"No",5,"[1, -0.7, -0.4]","[1, -0.925, -0.85]","pink","red",0.45,"across",1,448.217173281591
1,"No",7,"[1, -1.0, -1.0]","[1, -0.625, -0.25]","red","pink",0.75,"across",1,411.918080004398
1,"No",8,"[1, -0.55, -0.10000000000000009]","[1, -1.0, -1.0]","pink","red",0.9,"across",1,431.744426663499
1,"No",9,"[1, -0.4, 0.19999999999999996]","[1, -0.55, -0.10000000000000009]","pink","pink",0.3,"within",1,1056.01749330526
1,"No",10,"[1, -0.775, -0.55]","[1, -0.925, -0.85]","pink","red",0.3,"across",1,573.07562668575
1,"No",11,"[1, -0.55, -0.10000000000000009]","[1, -0.625, -0.25]","pink","pink",0.15,"within",1,522.626133344602
1,"No",13,"[1, -0.625, -0.25]","[1, -0.475, 0.050000000000000044]","pink","pink",0.3,"within",1,578.624426678289
1,"No",14,"[1, -0.55, -0.10000000000000009]","[1, -0.775, -0.55]","pink","pink",0.45,"within",1,462.423466669861
1,"No",15,"[1, -0.775, -0.55]","[1, -0.85, -0.7]","pink","pink",0.15,"within",1,903.131733299233
1,"No",16,"[1, -0.55, -0.10000000000000009]","[1, -0.85, -0.7]","pink","pink",0.6,"within",1,563.75978665892
1,"No",17,"[1, -0.925, -0.85]","[1, -0.625, -0.25]","red","pink",0.6,"across",1,554.099626664538
1,"No",18,"[1, -0.85, -0.7]","[1, -0.7, -0.4]","pink","pink",0.3,"within",1,443.70090670418
1,"No",19,"[1, -0.7, -0.4]","[1, -0.4, 0.19999999999999996]","pink","pink",0.6,"within",1,453.526186698582
1,"No",20,"[1, -1.0, -1.0]","[1, -0.32500000000000007, 0.34999999999999987]","red","pink",1.35,"across",1,632.195413345471
1,"No",21,"[1, -0.85, -0.7]","[1, -0.775, -0.55]","pink","pink",0.15,"within",1,545.01461336622
1,"No",22,"[1, -0.775, -0.55]","[1, -0.55, -0.10000000000000009]","pink","pink",0.45,"within",1,581.395199988037
1,"No",23,"[1, -1.0, -1.0]","[1, -0.775, -0.55]","red","pink",0.45,"across",1,639.907839999069
1,"No",24,"[1, -0.625, -0.25]","[1, -0.775, -0.55]","pink","pink",0.3,"within",1,680.775253335014
1,"No",25,"[1, -0.475, 0.050000000000000044]","[1, -1.0, -1.0]","pink","red",1.05,"across",1,450.737493345514
1,"No",26,"[1, -0.4, 0.19999999999999996]","[1, -0.475, 0.050000000000000044]","pink","pink",0.15,"within",1,748.243626614567
1,"No",27,"[1, -0.925, -0.85]","[1, -0.55, -0.10000000000000009]","red","pink",0.75,"across",1,585.402026656084
1,"No",28,"[1, -0.7, -0.4]","[1, -0.475, 0.050000000000000044]","pink","pink",0.45,"within",1,566.406400001142
1,"No",29,"[1, -0.85, -0.7]","[1, -0.925, -0.85]","pink","red",0.15,"across",1,533.313706633635
1,"No",30,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.7, -0.4]","pink","pink",0.75,"within",1,449.736533337273
1,"No",31,"[1, -0.925, -0.85]","[1, -0.85, -0.7]","red","pink",0.15,"across",1,634.305279992986
1,"No",32,"[1, -0.85, -0.7]","[1, -0.4, 0.19999999999999996]","pink","pink",0.9,"within",1,440.690773364622
1,"No",33,"[1, -0.55, -0.10000000000000009]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.45,"within",1,544.035839964636
1,"No",34,"[1, -0.775, -0.55]","[1, -1.0, -1.0]","pink","red",0.45,"across",1,529.807786631864
1,"No",35,"[1, -1.0, -1.0]","[1, -0.475, 0.050000000000000044]","red","pink",1.05,"across",1,457.910613331478
1,"No",36,"[1, -0.625, -0.25]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.6,"within",1,481.057706638239
1,"No",37,"[1, -0.925, -0.85]","[1, -1.0, -1.0]","red","red",0.15,"within",1,1992.25770664634
1,"No",38,"[1, -1.0, -1.0]","[1, -0.85, -0.7]","red","pink",0.3,"across",1,592.897706665099
1,"No",39,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.925, -0.85]","pink","red",1.2,"across",1,474.936746701133
1,"No",40,"[1, -0.775, -0.55]","[1, -0.475, 0.050000000000000044]","pink","pink",0.6,"within",1,484.198399994057
1,"No",41,"[1, -0.475, 0.050000000000000044]","[1, -0.55, -0.10000000000000009]","pink","pink",0.15,"within",1,743.640320026316
1,"No",42,"[1, -0.4, 0.19999999999999996]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.15,"within",1,1477.20405337168
1,"No",43,"[1, -0.625, -0.25]","[1, -0.4, 0.19999999999999996]","pink","pink",0.45,"within",1,487.181226664688
1,"No",44,"[1, -0.625, -0.25]","[1, -0.85, -0.7]","pink","pink",0.45,"within",1,465.577813331038
1,"No",45,"[1, -0.4, 0.19999999999999996]","[1, -0.85, -0.7]","pink","pink",0.9,"within",1,499.073279963341
1,"No",46,"[1, -1.0, -1.0]","[1, -0.7, -0.4]","red","pink",0.6,"across",1,494.216106657404
1,"No",47,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -1.0, -1.0]","pink","red",1.35,"across",1,447.36853329232
1,"No",48,"[1, -0.4, 0.19999999999999996]","[1, -0.775, -0.55]","pink","pink",0.75,"within",1,490.428160002921
1,"No",49,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.775, -0.55]","pink","pink",0.9,"within",1,432.443733327091
1,"No",50,"[1, -0.925, -0.85]","[1, -0.4, 0.19999999999999996]","red","pink",1.05,"across",1,395.197013334837
1,"No",51,"[1, -0.85, -0.7]","[1, -1.0, -1.0]","pink","red",0.3,"across",1,482.235306699295
1,"No",52,"[1, -0.475, 0.050000000000000044]","[1, -0.925, -0.85]","pink","red",0.9,"across",1,425.518506672233
1,"No",53,"[1, -0.7, -0.4]","[1, -0.85, -0.7]","pink","pink",0.3,"within",1,400.332800054457
1,"No",54,"[1, -0.775, -0.55]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.9,"within",1,453.515519970097
1,"No",55,"[1, -0.775, -0.55]","[1, -0.4, 0.19999999999999996]","pink","pink",0.75,"within",1,463.455573306419
1,"No",56,"[1, -0.475, 0.050000000000000044]","[1, -0.775, -0.55]","pink","pink",0.6,"within",1,422.673493332695
1,"No",57,"[1, -0.775, -0.55]","[1, -0.625, -0.25]","pink","pink",0.3,"within",1,442.616320040543
1,"No",58,"[1, -0.625, -0.25]","[1, -1.0, -1.0]","pink","red",0.75,"across",1,443.01141332835
1,"No",59,"[1, -1.0, -1.0]","[1, -0.925, -0.85]","red","red",0.15,"within",1,582.487040024716
1,"No",61,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.85, -0.7]","pink","pink",1.05,"within",1,410.188373352867
1,"No",62,"[1, -0.55, -0.10000000000000009]","[1, -0.925, -0.85]","pink","red",0.75,"across",1,453.122986713424
1,"No",63,"[1, -0.475, 0.050000000000000044]","[1, -0.4, 0.19999999999999996]","pink","pink",0.15,"within",1,1372.87722667679
1,"No",64,"[1, -0.775, -0.55]","[1, -0.7, -0.4]","pink","pink",0.15,"within",1,587.227733340114
1,"No",65,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.475, 0.050000000000000044]","pink","pink",0.3,"within",1,556.212053343188
1,"No",66,"[1, -1.0, -1.0]","[1, -0.55, -0.10000000000000009]","red","pink",0.9,"across",1,440.618666645605
1,"No",67,"[1, -0.475, 0.050000000000000044]","[1, -0.85, -0.7]","pink","pink",0.75,"within",1,536.407040024642
1,"No",68,"[1, -0.85, -0.7]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",1.05,"within",1,440.261546697002
1,"No",69,"[1, -0.4, 0.19999999999999996]","[1, -0.7, -0.4]","pink","pink",0.6,"within",1,454.636800044682
1,"No",70,"[1, -0.55, -0.10000000000000009]","[1, -0.7, -0.4]","pink","pink",0.3,"within",1,458.821120031644
1,"No",72,"[1, -0.475, 0.050000000000000044]","[1, -0.7, -0.4]","pink","pink",0.45,"within",1,593.95498665981
1,"No",73,"[1, -1.0, -1.0]","[1, -0.4, 0.19999999999999996]","red","pink",1.2,"across",1,487.314346653875
1,"No",74,"[1, -0.85, -0.7]","[1, -0.625, -0.25]","pink","pink",0.45,"within",1,491.253333340865
1,"No",75,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.625, -0.25]","pink","pink",0.6,"within",1,461.900373338722
1,"No",76,"[1, -0.7, -0.4]","[1, -0.55, -0.10000000000000009]","pink","pink",0.3,"within",1,525.044906651601
1,"No",77,"[1, -0.925, -0.85]","[1, -0.7, -0.4]","red","pink",0.45,"across",1,438.126080029178
1,"No",78,"[1, -0.55, -0.10000000000000009]","[1, -0.4, 0.19999999999999996]","pink","pink",0.3,"within",1,623.909546644427
1,"No",79,"[1, -0.4, 0.19999999999999996]","[1, -0.925, -0.85]","pink","red",1.05,"across",1,422.423039970454
1,"No",80,"[1, -0.625, -0.25]","[1, -0.7, -0.4]","pink","pink",0.15,"within",1,2473.07007998461
1,"No",81,"[1, -0.7, -0.4]","[1, -0.775, -0.55]","pink","pink",0.15,"within",1,636.19370671222
1,"No",82,"[1, -0.4, 0.19999999999999996]","[1, -0.625, -0.25]","pink","pink",0.45,"within",1,485.597439983394
1,"No",83,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.55, -0.10000000000000009]","pink","pink",0.45,"within",1,489.624746667687
1,"No",84,"[1, -0.475, 0.050000000000000044]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.3,"within",1,614.719999954104
1,"No",85,"[1, -0.925, -0.85]","[1, -0.32500000000000007, 0.34999999999999987]","red","pink",1.2,"across",1,492.177920008544
1,"No",86,"[1, -0.4, 0.19999999999999996]","[1, -1.0, -1.0]","pink","red",1.2,"across",1,403.452586673666
1,"No",87,"[1, -0.925, -0.85]","[1, -0.475, 0.050000000000000044]","red","pink",0.9,"across",1,449.180160008837
1,"No",88,"[1, -0.7, -0.4]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.75,"within",1,435.349333332852
1,"No",89,"[1, -0.85, -0.7]","[1, -0.55, -0.10000000000000009]","pink","pink",0.6,"within",1,407.248213305138
1,"No",90,"[1, -0.55, -0.10000000000000009]","[1, -0.475, 0.050000000000000044]","pink","pink",0.15,"within",1,1919.21279998496
1,"No",91,"[1, -0.925, -0.85]","[1, -0.85, -0.7]","red","pink",0.15,"across",1,1323.93557333853
1,"No",92,"[1, -0.925, -0.85]","[1, -0.4, 0.19999999999999996]","red","pink",1.05,"across",1,476.055466686375
1,"No",93,"[1, -0.925, -0.85]","[1, -0.625, -0.25]","red","pink",0.6,"across",1,522.904746700078
1,"No",95,"[1, -0.85, -0.7]","[1, -0.7, -0.4]","pink","pink",0.3,"within",1,500.688639993314
1,"No",97,"[1, -0.775, -0.55]","[1, -0.4, 0.19999999999999996]","pink","pink",0.75,"within",1,557.114026683848
1,"No",98,"[1, -0.475, 0.050000000000000044]","[1, -0.625, -0.25]","pink","pink",0.3,"within",1,545.83637334872
1,"No",99,"[1, -0.55, -0.10000000000000009]","[1, -0.7, -0.4]","pink","pink",0.3,"within",1,639.752106682863
1,"No",100,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.85, -0.7]","pink","pink",1.05,"within",1,523.320320004132
1,"No",102,"[1, -0.775, -0.55]","[1, -0.475, 0.050000000000000044]","pink","pink",0.6,"within",1,628.843946673442
1,"No",103,"[1, -0.7, -0.4]","[1, -1.0, -1.0]","pink","red",0.6,"across",1,630.740906635765
1,"No",104,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.925, -0.85]","pink","red",1.2,"across",1,565.118719998281
1,"No",106,"[1, -0.55, -0.10000000000000009]","[1, -0.85, -0.7]","pink","pink",0.6,"within",1,551.691520027816
1,"No",107,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.55, -0.10000000000000009]","pink","pink",0.45,"within",1,486.137600033544
1,"No",108,"[1, -0.85, -0.7]","[1, -0.475, 0.050000000000000044]","pink","pink",0.75,"within",1,495.915946667083
1,"No",109,"[1, -0.55, -0.10000000000000009]","[1, -0.775, -0.55]","pink","pink",0.45,"within",1,421.304319985211
1,"No",110,"[1, -0.775, -0.55]","[1, -0.625, -0.25]","pink","pink",0.3,"within",1,468.747093284037
1,"No",111,"[1, -0.7, -0.4]","[1, -0.85, -0.7]","pink","pink",0.3,"within",1,514.439253369346
1,"No",112,"[1, -0.85, -0.7]","[1, -0.625, -0.25]","pink","pink",0.45,"within",1,498.851413372904
1,"No",113,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.7, -0.4]","pink","pink",0.75,"within",1,475.01056001056
1,"No",114,"[1, -0.775, -0.55]","[1, -0.55, -0.10000000000000009]","pink","pink",0.45,"within",1,567.790079978295
1,"No",115,"[1, -0.625, -0.25]","[1, -0.7, -0.4]","pink","pink",0.15,"within",1,570.324906671885
1,"No",116,"[1, -0.7, -0.4]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.75,"within",1,591.906986723188
1,"No",117,"[1, -1.0, -1.0]","[1, -0.475, 0.050000000000000044]","red","pink",1.05,"across",1,465.222826693207
1,"No",118,"[1, -0.4, 0.19999999999999996]","[1, -0.55, -0.10000000000000009]","pink","pink",0.3,"within",1,463.73461332405
1,"No",119,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.625, -0.25]","pink","pink",0.6,"within",1,456.276906654239
1,"No",120,"[1, -0.475, 0.050000000000000044]","[1, -0.925, -0.85]","pink","red",0.9,"across",1,394.41109332256
1,"No",121,"[1, -0.475, 0.050000000000000044]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.3,"within",1,685.291946632788
1,"No",122,"[1, -0.475, 0.050000000000000044]","[1, -0.85, -0.7]","pink","pink",0.75,"within",1,536.950613372028
1,"No",123,"[1, -0.85, -0.7]","[1, -0.55, -0.10000000000000009]","pink","pink",0.6,"within",1,409.615359967574
1,"No",124,"[1, -0.7, -0.4]","[1, -0.4, 0.19999999999999996]","pink","pink",0.6,"within",1,377.863680012524
1,"No",125,"[1, -0.625, -0.25]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.6,"within",1,554.684159986209
1,"No",126,"[1, -0.4, 0.19999999999999996]","[1, -0.475, 0.050000000000000044]","pink","pink",0.15,"within",1,530.558719998226
1,"No",127,"[1, -0.55, -0.10000000000000009]","[1, -0.625, -0.25]","pink","pink",0.15,"within",1,467.619839997496
1,"No",128,"[1, -1.0, -1.0]","[1, -0.7, -0.4]","red","pink",0.6,"across",1,454.457173298579
1,"No",129,"[1, -1.0, -1.0]","[1, -0.55, -0.10000000000000009]","red","pink",0.9,"across",1,510.286506672855
1,"No",130,"[1, -0.55, -0.10000000000000009]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.45,"within",1,683.620693336707
1,"No",131,"[1, -0.775, -0.55]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.9,"within",1,518.853546702303
1,"No",132,"[1, -1.0, -1.0]","[1, -0.4, 0.19999999999999996]","red","pink",1.2,"across",1,440.840533294249
1,"No",134,"[1, -0.85, -0.7]","[1, -0.925, -0.85]","pink","red",0.15,"across",1,713.239466655068
1,"No",136,"[1, -0.7, -0.4]","[1, -0.925, -0.85]","pink","red",0.45,"across",1,508.429226640146
1,"No",137,"[1, -0.7, -0.4]","[1, -0.775, -0.55]","pink","pink",0.15,"within",1,558.729386655614
1,"No",138,"[1, -0.925, -0.85]","[1, -0.32500000000000007, 0.34999999999999987]","red","pink",1.2,"across",1,485.622186679393
1,"No",139,"[1, -0.775, -0.55]","[1, -1.0, -1.0]","pink","red",0.45,"across",1,481.382399972063
1,"No",140,"[1, -0.775, -0.55]","[1, -0.925, -0.85]","pink","red",0.3,"across",1,489.466026658192
1,"No",141,"[1, -0.625, -0.25]","[1, -0.775, -0.55]","pink","pink",0.3,"within",1,470.663253334351
1,"No",142,"[1, -0.7, -0.4]","[1, -0.625, -0.25]","pink","pink",0.15,"within",1,521.136213326827
1,"No",143,"[1, -0.55, -0.10000000000000009]","[1, -0.4, 0.19999999999999996]","pink","pink",0.3,"within",1,494.062506651971
1,"No",144,"[1, -0.4, 0.19999999999999996]","[1, -0.85, -0.7]","pink","pink",0.9,"within",1,481.66698665591
1,"No",145,"[1, -0.85, -0.7]","[1, -1.0, -1.0]","pink","red",0.3,"across",1,610.54037330905
1,"No",146,"[1, -0.4, 0.19999999999999996]","[1, -0.775, -0.55]","pink","pink",0.75,"within",1,485.236053355038
1,"No",147,"[1, -0.4, 0.19999999999999996]","[1, -1.0, -1.0]","pink","red",1.2,"across",1,482.858240022324
1,"No",148,"[1, -0.625, -0.25]","[1, -0.925, -0.85]","pink","red",0.6,"across",1,500.629333313555
1,"No",149,"[1, -0.625, -0.25]","[1, -0.475, 0.050000000000000044]","pink","pink",0.3,"within",1,502.069333335385
1,"No",150,"[1, -0.475, 0.050000000000000044]","[1, -1.0, -1.0]","pink","red",1.05,"across",1,435.9189333627
1,"No",151,"[1, -1.0, -1.0]","[1, -0.775, -0.55]","red","pink",0.45,"across",1,493.981866631657
1,"No",152,"[1, -0.4, 0.19999999999999996]","[1, -0.7, -0.4]","pink","pink",0.6,"within",1,467.201280000154
1,"No",153,"[1, -0.475, 0.050000000000000044]","[1, -0.7, -0.4]","pink","pink",0.45,"within",1,452.668159967288
1,"No",154,"[1, -0.4, 0.19999999999999996]","[1, -0.625, -0.25]","pink","pink",0.45,"within",1,418.30101335654
1,"No",155,"[1, -1.0, -1.0]","[1, -0.32500000000000007, 0.34999999999999987]","red","pink",1.35,"across",1,423.672320030164
1,"No",156,"[1, -0.85, -0.7]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",1.05,"within",1,377.106773317792
1,"No",158,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -1.0, -1.0]","pink","red",1.35,"across",1,420.571306662168
1,"No",159,"[1, -0.475, 0.050000000000000044]","[1, -0.775, -0.55]","pink","pink",0.6,"within",1,473.990400030743
1,"No",160,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.475, 0.050000000000000044]","pink","pink",0.3,"within",1,532.330666668713
1,"No",161,"[1, -0.625, -0.25]","[1, -1.0, -1.0]","pink","red",0.75,"across",1,403.567786677741
1,"No",162,"[1, -0.55, -0.10000000000000009]","[1, -0.475, 0.050000000000000044]","pink","pink",0.15,"within",1,3349.69173331046
1,"No",163,"[1, -0.55, -0.10000000000000009]","[1, -1.0, -1.0]","pink","red",0.9,"across",1,432.939946651459
1,"No",164,"[1, -0.7, -0.4]","[1, -0.475, 0.050000000000000044]","pink","pink",0.45,"within",1,561.078186670784
1,"No",165,"[1, -0.4, 0.19999999999999996]","[1, -0.925, -0.85]","pink","red",1.05,"across",1,407.936853356659
1,"No",166,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.775, -0.55]","pink","pink",0.9,"within",1,531.407359987497
1,"No",167,"[1, -0.925, -0.85]","[1, -0.775, -0.55]","red","pink",0.3,"across",1,702.433706668671
1,"No",168,"[1, -1.0, -1.0]","[1, -0.85, -0.7]","red","pink",0.3,"across",1,525.079893355723
1,"No",169,"[1, -0.625, -0.25]","[1, -0.85, -0.7]","pink","pink",0.45,"within",1,526.057813316584
1,"No",170,"[1, -0.925, -0.85]","[1, -1.0, -1.0]","red","red",0.15,"within",1,7427.87498666439
1,"No",171,"[1, -0.7, -0.4]","[1, -0.55, -0.10000000000000009]","pink","pink",0.3,"within",1,551.988053310197
1,"No",172,"[1, -0.85, -0.7]","[1, -0.4, 0.19999999999999996]","pink","pink",0.9,"within",1,422.054826689418
1,"No",173,"[1, -0.925, -0.85]","[1, -0.7, -0.4]","red","pink",0.45,"across",1,647.174399986397
1,"No",174,"[1, -1.0, -1.0]","[1, -0.625, -0.25]","red","pink",0.75,"across",1,447.423573350534
1,"No",175,"[1, -0.55, -0.10000000000000009]","[1, -0.925, -0.85]","pink","red",0.75,"across",1,468.292693316471
1,"No",176,"[1, -0.925, -0.85]","[1, -0.55, -0.10000000000000009]","red","pink",0.75,"across",1,487.482880009338
1,"No",177,"[1, -0.625, -0.25]","[1, -0.4, 0.19999999999999996]","pink","pink",0.45,"within",1,561.22709333431
1,"No",178,"[1, -0.925, -0.85]","[1, -0.475, 0.050000000000000044]","red","pink",0.9,"across",1,487.178666633554
1,"No",179,"[1, -1.0, -1.0]","[1, -0.925, -0.85]","red","red",0.15,"within",1,2229.0363733191
1,"No",180,"[1, -0.775, -0.55]","[1, -0.7, -0.4]","pink","pink",0.15,"within",1,1478.45247999066
2,"No",1,"[1, -0.775, -0.55]","[1, -1.0, -1.0]","pink","red",0.45,"across",1,1135.15979579824
2,"No",2,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.85, -0.7]","pink","red",1.05,"across",1,748.401426244527
2,"No",3,"[1, -0.625, -0.25]","[1, -1.0, -1.0]","pink","red",0.75,"across",1,611.150911514414
2,"No",4,"[1, -0.925, -0.85]","[1, -0.7, -0.4]","red","pink",0.45,"across",1,539.507095309091
2,"No",5,"[1, -0.7, -0.4]","[1, -0.775, -0.55]","pink","pink",0.15,"within",1,1028.0045488762
2,"No",6,"[1, -1.0, -1.0]","[1, -0.7, -0.4]","red","pink",0.6,"across",1,658.418402425013
2,"No",7,"[1, -0.55, -0.10000000000000009]","[1, -0.4, 0.19999999999999996]","pink","pink",0.3,"within",1,878.723932735738
2,"No",8,"[1, -0.625, -0.25]","[1, -0.7, -0.4]","pink","pink",0.15,"within",1,633.005441835849
2,"No",9,"[1, -0.85, -0.7]","[1, -0.925, -0.85]","red","red",0.15,"within",1,834.821914264467
2,"No",10,"[1, -0.775, -0.55]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.9,"within",1,520.047089928994
2,"No",11,"[1, -0.85, -0.7]","[1, -0.475, 0.050000000000000044]","red","pink",0.75,"across",1,494.203053254751
2,"No",12,"[1, -0.925, -0.85]","[1, -0.55, -0.10000000000000009]","red","pink",0.75,"across",1,424.09674168448
2,"No",13,"[1, -0.85, -0.7]","[1, -0.625, -0.25]","red","pink",0.45,"across",1,487.169328742311
2,"No",14,"[1, -0.775, -0.55]","[1, -0.85, -0.7]","pink","red",0.15,"across",1,526.550180336926
2,"No",15,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.55, -0.10000000000000009]","pink","pink",0.45,"within",1,422.217455299688
2,"No",16,"[1, -0.925, -0.85]","[1, -0.625, -0.25]","red","pink",0.6,"across",1,443.552641561837
2,"No",17,"[1, -0.625, -0.25]","[1, -0.4, 0.19999999999999996]","pink","pink",0.45,"within",1,427.147118040011
2,"No",18,"[1, -0.4, 0.19999999999999996]","[1, -0.625, -0.25]","pink","pink",0.45,"within",1,443.688122628373
2,"No",19,"[1, -0.475, 0.050000000000000044]","[1, -0.4, 0.19999999999999996]","pink","pink",0.15,"within",1,1205.62739016896
2,"No",20,"[1, -0.55, -0.10000000000000009]","[1, -0.775, -0.55]","pink","pink",0.45,"within",1,478.575519402511
2,"No",21,"[1, -0.85, -0.7]","[1, -1.0, -1.0]","red","red",0.3,"within",1,578.943370972411
2,"No",22,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -1.0, -1.0]","pink","red",1.35,"across",1,382.859183868277
2,"No",23,"[1, -0.55, -0.10000000000000009]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.45,"within",1,439.954182773363
2,"No",24,"[1, -1.0, -1.0]","[1, -0.925, -0.85]","red","red",0.15,"within",1,738.982414157363
2,"No",25,"[1, -0.4, 0.19999999999999996]","[1, -0.55, -0.10000000000000009]","pink","pink",0.3,"within",1,609.241860365728
2,"No",26,"[1, -0.7, -0.4]","[1, -0.85, -0.7]","pink","red",0.3,"across",1,478.447222936666
2,"No",27,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.775, -0.55]","pink","pink",0.9,"within",1,419.313850070466
2,"No",28,"[1, -0.475, 0.050000000000000044]","[1, -0.85, -0.7]","pink","red",0.75,"across",1,732.8549757367
2,"No",29,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.4, 0.19999999999999996]","pink","pink",0.15,"within",1,610.08040595334
2,"No",30,"[1, -0.55, -0.10000000000000009]","[1, -0.625, -0.25]","pink","pink",0.15,"within",1,565.643647889374
2,"No",31,"[1, -0.775, -0.55]","[1, -0.925, -0.85]","pink","red",0.3,"across",1,476.225128441001
2,"No",32,"[1, -0.4, 0.19999999999999996]","[1, -1.0, -1.0]","pink","red",1.2,"across",1,354.559039973537
2,"No",33,"[1, -0.775, -0.55]","[1, -0.625, -0.25]","pink","pink",0.3,"within",1,404.049651755486
2,"No",34,"[1, -0.625, -0.25]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.6,"within",1,451.842644906719
2,"No",35,"[1, -0.85, -0.7]","[1, -0.7, -0.4]","red","pink",0.3,"across",1,467.80785502051
2,"No",37,"[1, -0.85, -0.7]","[1, -0.32500000000000007, 0.34999999999999987]","red","pink",1.05,"across",1,449.918198180967
2,"No",38,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.625, -0.25]","pink","pink",0.6,"within",1,476.796817427385
2,"No",39,"[1, -0.55, -0.10000000000000009]","[1, -1.0, -1.0]","pink","red",0.9,"across",1,433.846245432505
2,"No",40,"[1, -0.625, -0.25]","[1, -0.55, -0.10000000000000009]","pink","pink",0.15,"within",1,693.059470024309
2,"No",41,"[1, -1.0, -1.0]","[1, -0.4, 0.19999999999999996]","red","pink",1.2,"across",1,432.500672279275
2,"No",42,"[1, -0.925, -0.85]","[1, -0.475, 0.050000000000000044]","red","pink",0.9,"across",1,513.223771587946
2,"No",43,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.925, -0.85]","pink","red",1.2,"across",1,395.488686306635
2,"No",44,"[1, -0.625, -0.25]","[1, -0.475, 0.050000000000000044]","pink","pink",0.3,"within",1,456.461317080539
2,"No",45,"[1, -0.925, -0.85]","[1, -0.32500000000000007, 0.34999999999999987]","red","pink",1.2,"across",1,406.754140887642
2,"No",46,"[1, -0.32500000000000007, 0.34999999999999987]","[1, -0.475, 0.050000000000000044]","pink","pink",0.3,"within",1,466.242638343829
2,"No",47,"[1, -0.475, 0.050000000000000044]","[1, -0.625, -0.25]","pink","pink",0.3,"within",1,416.591912595322
2,"No",48,"[1, -1.0, -1.0]","[1, -0.32500000000000007, 0.34999999999999987]","red","pink",1.35,"across",1,419.418539968319
2,"No",49,"[1, -0.925, -0.85]","[1, -0.4, 0.19999999999999996]","red","pink",1.05,"across",1,401.451905258
2,"No",50,"[1, -0.55, -0.10000000000000009]","[1, -0.925, -0.85]","pink","red",0.75,"across",1,459.9099256302
2,"No",51,"[1, -0.475, 0.050000000000000044]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.3,"within",1,610.711624482065
2,"No",52,"[1, -0.4, 0.19999999999999996]","[1, -0.32500000000000007, 0.34999999999999987]","pink","pink",0.15,"within",1,412.569562337012
2,"No",53,"[1, -0.775, -0.55]","[1, -0.55, -0.10000000000000009]","pink","pink",0.45,"within",1,453.644953435287
2,"No",54,"[1, -1.0, -1.0]","[1, -0.775, -0.55]","red","pink",0.45,"across",1,425.747147208313
2,"No",55,"[1, -0.85, -0.7]","[1, -0.4, 0.19999999999999996]","red","pink",0.9,"across",1,446.745683599147
